benchmark,norm,full,X,L0,L1,L+,H0,H1,H+
uf20-0561,41,14,0,21,0,0,0,0,0
uf20-0562,32,21,0,23,0,0,0,0,0
uf20-0563,75,45,0,63,0,2,0,0,0
uf20-0564,24,13,0,16,0,1,0,0,0
uf20-0565,30,22,0,28,0,0,0,0,0
uf20-0566,65,49,0,59,0,4,0,0,0
uf20-0567,100,69,3,84,1,3,1,0,0
uf20-0568,36,22,0,25,0,0,1,0,0
uf20-0569,44,25,0,33,1,1,1,0,0
uf20-0570,107,69,0,93,1,3,1,0,1
uf20-0571,51,30,0,36,0,1,1,0,0
uf20-0572,21,14,0,17,0,0,0,0,0
uf20-0573,53,23,0,31,0,0,0,0,0
uf20-0574,21,14,0,17,0,0,0,0,0
uf20-0575,45,22,1,28,1,0,1,0,0
uf20-0576,22,14,0,16,0,0,0,0,0
uf20-0577,86,60,0,73,0,5,1,0,1
uf20-0578,28,15,0,18,0,0,0,0,0
uf20-0579,20,10,0,13,0,0,0,0,0
uf20-0580,35,21,1,26,0,0,0,0,0
uf20-0581,30,13,0,18,0,0,0,0,0
uf20-0582,22,13,0,16,0,0,0,0,0
uf20-0583,20,13,0,13,0,0,0,0,0
uf20-0584,21,14,1,16,0,0,1,0,0
uf20-0585,68,41,1,51,0,0,3,0,0
uf20-0586,22,12,0,16,0,0,1,0,0
uf20-0587,47,30,0,40,0,0,0,0,0
uf20-0588,99,57,3,68,1,5,1,0,0
uf20-0589,38,16,0,22,0,0,0,0,0
uf20-0590,38,27,0,35,0,2,0,0,0
uf20-0591,21,13,0,17,0,0,2,0,0
uf20-0592,54,31,2,39,0,0,0,0,0
uf20-0593,39,25,0,31,0,1,0,0,0
uf20-0594,22,15,0,17,0,0,1,0,0
uf20-0595,33,15,0,18,0,0,0,0,0
uf20-0596,21,14,1,17,0,0,0,0,0
uf20-0597,21,10,0,11,0,0,0,0,0
uf20-0598,21,11,0,12,0,0,1,0,0
uf20-0599,21,13,1,15,0,0,0,0,0
uf20-0600,22,14,0,17,0,0,1,0,0
uf20-0601,36,21,0,31,0,1,0,0,0
uf20-0602,55,37,3,43,0,2,0,0,2
uf20-0603,79,54,1,72,0,2,1,0,0
uf20-0604,178,129,0,155,1,6,3,0,0
uf20-0605,63,29,0,44,0,1,0,0,0
uf20-0606,22,10,0,12,0,0,0,0,0
uf20-0607,22,10,0,14,0,0,1,0,0
uf20-0608,28,18,0,20,0,0,1,0,0
uf20-0609,39,24,0,29,0,0,1,0,0
uf20-0610,41,22,0,28,0,1,0,0,0
uf20-0611,40,26,0,34,1,0,1,0,0
uf20-0612,21,12,1,16,0,0,0,0,0
uf20-0613,38,23,0,28,0,0,0,0,0
uf20-0614,22,11,0,15,0,0,0,0,0
uf20-0615,28,21,0,27,0,0,0,0,0
uf20-0616,20,14,1,15,0,0,0,0,0
uf20-0617,64,23,1,31,0,0,1,0,1
uf20-0618,21,13,1,15,0,0,0,0,0
uf20-0619,119,62,0,87,0,3,3,0,0
uf20-0620,102,62,2,69,0,5,3,0,1
uf20-0621,30,20,0,24,0,0,0,0,0
uf20-0622,78,39,2,54,0,3,1,0,0
uf20-0623,37,25,1,32,0,0,0,0,0
uf20-0624,57,27,1,37,0,0,1,0,0
uf20-0625,22,11,0,16,0,0,0,0,0
uf20-0626,30,17,0,18,0,0,0,0,0
uf20-0627,57,33,1,47,0,2,0,0,0
uf20-0628,40,19,0,24,0,0,1,0,0
uf20-0629,47,27,3,29,0,2,3,0,0
uf20-0630,22,9,0,10,0,0,0,0,0
uf20-0631,22,13,0,18,0,0,0,0,0
uf20-0632,25,14,0,19,0,0,1,0,0
uf20-0633,45,30,4,37,0,1,0,0,0
uf20-0634,88,57,3,70,0,3,1,0,1
uf20-0635,25,17,0,18,0,0,2,0,0
uf20-0636,49,27,1,30,1,0,0,0,0
uf20-0637,35,26,0,30,0,1,0,0,0
uf20-0638,44,33,0,37,0,0,3,0,0
uf20-0639,24,14,0,17,0,0,0,0,0
uf20-0640,76,46,0,59,0,2,1,0,0
uf20-0641,39,21,1,29,0,0,1,0,0
uf20-0642,79,52,0,66,1,6,0,0,0
uf20-0643,67,40,0,52,0,2,0,0,0
uf20-0644,49,28,0,35,2,0,0,0,0
uf20-0645,48,27,0,36,0,1,0,0,0
uf20-0646,38,18,0,22,0,0,0,0,0
uf20-0647,21,14,0,17,0,0,0,0,0
uf20-0648,49,27,1,33,0,1,0,0,0
uf20-0649,75,45,3,58,0,2,1,0,0
uf20-0650,108,74,2,93,0,4,0,0,0
uf20-0651,35,19,0,19,0,0,0,0,0
uf20-0652,21,10,0,11,0,0,0,0,0
uf20-0653,57,45,1,52,0,2,0,0,0
uf20-0654,51,29,0,40,0,1,0,0,0
uf20-0655,70,47,1,60,0,2,0,0,0
uf20-0656,21,15,0,18,0,0,0,0,0
uf20-0657,70,41,1,52,0,1,1,0,0
uf20-0658,33,22,1,28,0,1,0,0,0
uf20-0659,101,57,0,70,0,4,0,0,1
uf20-0660,21,12,0,14,0,0,0,0,0
uf20-0661,29,15,0,18,0,0,0,0,0
uf20-0662,63,45,7,47,0,0,0,0,0
uf20-0663,29,20,2,22,0,0,1,0,0
uf20-0664,22,11,0,14,0,0,0,0,0
uf20-0665,91,54,3,71,0,4,1,0,0
uf20-0666,27,19,0,21,1,1,0,0,0
uf20-0667,39,20,0,24,0,0,2,0,0
uf20-0668,35,23,1,27,0,0,0,0,0
uf20-0669,21,12,1,14,0,0,0,0,0
uf20-0670,21,13,1,16,0,0,1,0,0
uf20-0671,70,45,0,63,1,5,1,0,0
uf20-0672,31,17,0,22,0,1,1,0,0
uf20-0673,76,58,3,60,0,4,1,0,0
uf20-0674,22,14,0,17,0,0,1,0,0
uf20-0675,21,11,0,13,0,0,0,0,0
uf20-0676,51,34,2,40,0,0,1,0,0
uf20-0677,38,22,0,25,1,1,1,0,0
uf20-0678,22,12,0,15,0,0,0,0,0
uf20-0679,56,16,1,20,1,0,1,0,0
uf20-0680,21,10,0,11,0,0,0,0,0
uf20-0681,40,24,1,27,0,2,0,0,0
uf20-0682,42,31,0,37,0,1,1,0,0
uf20-0683,22,11,0,13,0,0,0,0,0
uf20-0684,22,12,0,15,0,0,1,0,0
uf20-0685,34,18,1,25,0,0,0,0,0
uf20-0686,40,27,0,31,0,1,0,0,0
uf20-0687,21,12,0,14,0,0,0,0,0
uf20-0688,39,23,1,27,0,0,1,0,0
uf20-0689,59,35,0,46,0,0,2,0,0
uf20-0690,111,71,10,87,0,4,0,0,0
uf20-0691,22,11,0,15,0,0,0,0,0
uf20-0692,20,12,0,15,0,0,0,0,0
uf20-0693,21,11,0,14,0,0,0,0,0
uf20-0694,21,10,0,11,0,0,0,0,0
uf20-0695,21,7,0,9,0,0,0,0,0
uf20-0696,38,23,1,27,0,1,1,0,0
uf20-0697,77,45,0,59,0,2,2,0,0
uf20-0698,22,8,0,9,0,0,0,0,0
uf20-0699,40,27,0,34,0,0,1,0,0
uf20-0700,22,11,0,14,0,0,0,0,0
uf20-0701,22,13,0,14,0,0,1,0,0
uf20-0702,110,62,1,80,0,5,0,0,0
uf20-0703,87,53,0,59,2,6,4,0,1
uf20-0704,58,38,1,50,0,1,1,0,0
uf20-0705,21,10,0,12,0,0,1,0,0
uf20-0706,143,81,4,111,1,6,1,0,0
uf20-0707,33,22,0,26,0,0,0,0,0
uf20-0708,22,11,0,13,0,0,1,0,0
uf20-0709,39,21,0,29,0,1,0,0,0
uf20-0710,27,20,0,21,1,0,1,0,0
uf20-0711,26,19,1,22,0,0,0,0,0
uf20-0712,22,11,0,14,0,0,0,0,0
uf20-0713,74,46,0,66,1,1,0,0,0
uf20-0714,82,39,0,56,0,1,0,0,0
uf20-0715,22,12,0,15,0,0,1,0,0
uf20-0716,22,12,0,16,0,0,0,0,0
uf20-0717,21,11,0,14,0,0,1,0,0
uf20-0718,37,26,0,29,0,1,0,0,0
uf20-0719,47,32,0,39,0,1,0,0,0
uf20-0720,36,26,2,28,0,1,0,0,0
uf20-0721,69,38,0,48,0,2,3,0,0
uf20-0722,62,33,0,47,0,1,1,0,0
uf20-0723,20,12,1,15,0,0,0,0,0
uf20-0724,181,87,2,115,0,4,0,0,0
uf20-0725,22,14,0,15,0,0,1,0,0
uf20-0726,49,31,0,43,0,0,1,0,0
uf20-0727,57,28,1,43,0,0,0,0,0
uf20-0728,20,15,0,16,0,0,0,0,0
uf20-0729,22,13,0,17,0,0,0,0,0
uf20-0730,52,32,0,42,0,1,0,0,0
uf20-0731,20,12,0,14,0,0,0,0,0
uf20-0732,68,40,0,48,0,1,3,0,0
uf20-0733,22,9,0,10,0,0,0,0,0
uf20-0734,71,34,0,49,0,3,0,0,0
uf20-0735,22,17,0,17,0,0,0,0,0
uf20-0736,21,13,0,17,0,0,0,0,0
uf20-0737,38,22,1,27,0,0,1,0,0
uf20-0738,69,41,1,51,0,1,0,0,0
uf20-0739,22,14,1,15,0,0,0,0,0
uf20-0740,21,14,0,18,0,0,0,0,0
uf20-0741,69,41,0,53,0,0,1,0,0
uf20-0742,108,58,0,78,1,1,1,0,1
uf20-0743,20,15,0,17,0,0,0,0,0
uf20-0744,38,17,1,20,0,0,0,0,0
uf20-0745,67,34,2,44,0,0,1,0,0
uf20-0746,42,20,0,25,0,0,0,0,0
uf20-0747,22,17,0,21,0,0,0,0,0
uf20-0748,68,41,2,51,1,2,1,0,0
uf20-0749,28,16,0,20,0,0,0,0,0
uf20-0750,21,10,0,15,0,0,0,0,0
uf20-0751,34,20,0,22,0,0,0,0,0
uf20-0752,42,26,2,34,0,3,1,0,0
uf20-0753,44,26,0,33,0,1,1,0,0
uf20-0754,45,30,0,37,0,0,0,0,0
uf20-0755,22,11,0,16,0,0,1,0,0
uf20-0756,32,22,3,28,0,0,0,0,0
uf20-0757,24,16,0,19,0,1,0,0,1
uf20-0758,87,54,2,69,0,4,0,0,0
uf20-0759,22,13,0,15,0,0,1,0,0
uf20-0760,68,41,0,54,0,1,0,0,0
uf20-0761,57,33,3,44,0,1,0,0,0
uf20-0762,20,12,1,13,0,0,2,0,0
uf20-0763,22,15,0,18,0,0,0,0,0
uf20-0764,22,12,0,14,0,0,0,0,0
uf20-0765,40,19,0,26,0,0,0,0,0
uf20-0766,68,35,1,50,0,3,0,0,0
uf20-0767,93,55,3,74,0,1,0,0,0
uf20-0768,63,42,0,50,0,2,0,0,0
uf20-0769,29,12,1,16,0,0,1,0,0
uf20-0770,28,17,1,18,0,1,0,0,0
uf20-0771,21,11,0,15,0,0,1,0,0
uf20-0772,117,64,2,82,1,8,1,0,2
uf20-0773,51,32,0,41,0,2,2,0,0
uf20-0774,51,32,0,37,1,2,0,0,0
uf20-0775,22,15,0,17,0,0,0,0,0
uf20-0776,90,64,3,81,1,3,3,0,0
uf20-0777,21,12,0,15,0,0,0,0,0
uf20-0778,51,25,0,35,1,1,1,0,0
uf20-0779,48,27,1,41,0,0,0,0,0
uf20-0780,26,19,2,19,0,1,0,0,0
uf20-0781,21,15,0,16,0,0,0,0,0
uf20-0782,22,13,0,16,0,0,1,0,0
uf20-0783,21,9,1,12,0,0,0,0,0
uf20-0784,56,30,0,35,1,1,1,0,0
uf20-0785,66,39,2,49,0,1,1,0,0
uf20-0786,65,38,1,42,1,5,0,0,1
uf20-0787,170,106,4,129,4,9,1,0,1
uf20-0788,42,25,1,33,0,1,0,0,0
uf20-0789,33,15,0,20,0,0,0,0,0
uf20-0790,46,28,0,39,0,0,0,0,0
uf20-0791,22,12,0,13,0,0,1,0,0
uf20-0792,99,62,5,77,0,3,3,0,0
uf20-0793,38,20,3,25,0,1,1,0,0
uf20-0794,21,11,0,13,0,0,1,0,0
uf20-0795,58,29,1,39,0,1,1,0,0
uf20-0796,22,13,0,16,0,0,0,0,0
uf20-0797,67,41,1,53,0,0,1,0,0
uf20-0798,21,10,0,12,0,0,0,0,0
uf20-0799,38,20,0,26,0,0,0,0,0
uf20-0800,19,11,0,12,0,0,2,0,0
uf20-0801,46,25,0,34,0,1,0,0,0
uf20-0802,35,21,0,28,0,0,0,0,0
uf20-0803,93,49,2,68,0,2,0,0,0
uf20-0804,96,61,5,82,0,4,0,0,0
uf20-0805,34,15,0,17,0,0,0,0,0
uf20-0806,21,11,0,13,0,0,0,0,0
uf20-0807,56,26,0,37,0,1,0,0,0
uf20-0808,22,14,0,18,0,0,0,0,0
uf20-0809,77,52,2,58,0,4,0,0,0
uf20-0810,69,40,5,51,0,1,0,0,0
uf20-0811,58,37,1,44,0,2,1,0,0
uf20-0812,22,11,0,13,0,0,0,0,0
uf20-0813,167,91,2,120,1,10,1,0,1
uf20-0814,69,46,0,53,0,2,2,0,0
uf20-0815,22,12,0,16,0,0,0,0,0
uf20-0816,47,28,2,32,0,1,2,0,0
uf20-0817,56,32,1,40,1,0,0,0,0
uf20-0818,28,19,0,24,0,1,0,0,0
uf20-0819,122,78,1,100,0,3,0,0,0
uf20-0820,112,61,0,74,0,7,0,0,0
uf20-0821,73,48,1,60,0,1,3,0,0
uf20-0822,88,62,1,74,1,5,0,0,0
uf20-0823,27,16,0,23,0,0,0,0,0
uf20-0824,71,36,0,50,0,4,0,0,0
uf20-0825,37,23,1,26,0,1,2,0,0
uf20-0826,22,12,0,16,0,0,0,0,0
uf20-0827,22,13,0,19,0,0,0,0,0
uf20-0828,62,37,2,46,0,3,1,0,0
uf20-0829,20,13,1,15,0,0,0,0,0
uf20-0830,21,15,0,17,0,0,0,0,0
uf20-0831,38,17,0,25,0,0,0,0,0
uf20-0832,78,54,1,66,0,2,3,0,0
uf20-0833,37,20,2,26,0,0,0,0,0
uf20-0834,42,29,1,34,0,0,1,0,0
uf20-0835,67,39,5,42,0,2,0,0,0
uf20-0836,31,17,0,24,0,0,0,0,0
uf20-0837,22,10,0,12,0,0,0,0,0
uf20-0838,102,72,2,90,0,2,0,0,0
uf20-0839,33,17,0,23,0,1,0,0,0
uf20-0840,22,12,0,13,0,0,0,0,0
uf20-0841,31,13,0,12,0,0,0,0,0
uf20-0842,22,13,0,16,0,0,0,0,0
uf20-0843,62,41,0,52,0,2,2,0,0
uf20-0844,75,44,3,55,1,2,1,0,0
uf20-0845,58,35,1,48,0,1,0,0,0
uf20-0846,117,53,1,75,0,2,0,0,0
uf20-0847,41,23,2,26,0,1,1,0,0
uf20-0848,25,14,0,19,0,1,1,0,0
uf20-0849,22,14,0,19,0,0,0,0,0
uf20-0850,45,28,0,37,0,2,0,0,0
uf20-0851,36,25,1,29,0,1,0,0,0
uf20-0852,40,32,2,31,0,2,2,0,0
uf20-0853,21,10,1,12,0,0,0,0,0
uf20-0854,54,31,2,40,0,1,1,0,0
uf20-0855,21,11,1,11,0,0,0,0,0
uf20-0856,197,128,7,141,2,8,4,0,0
uf20-0857,34,23,1,26,0,0,1,0,0
uf20-0858,22,11,0,14,0,0,0,0,0
uf20-0859,46,23,0,36,0,1,0,0,0
uf20-0860,95,63,5,82,0,4,0,0,0
uf20-0861,62,38,3,46,0,2,1,0,0
uf20-0862,80,52,3,66,0,1,0,0,0
uf20-0863,31,21,0,24,0,1,1,0,0
uf20-0864,60,30,1,40,0,0,0,0,0
uf20-0865,30,22,2,27,0,0,1,0,0
uf20-0866,28,19,1,23,1,0,0,0,1
uf20-0867,22,12,0,14,0,0,0,0,0
uf20-0868,125,84,10,97,1,8,1,0,0
uf20-0869,30,20,0,24,0,0,1,0,0
uf20-0870,48,25,0,34,0,0,0,0,0
uf20-0871,26,14,0,18,0,2,1,0,0
uf20-0872,77,49,1,58,1,4,1,0,0
uf20-0873,22,7,0,10,0,0,0,0,0
uf20-0874,88,45,3,63,0,2,0,0,0
uf20-0875,31,17,0,20,0,0,1,0,0
uf20-0876,59,39,0,46,0,2,0,0,0
uf20-0877,21,13,0,17,0,0,0,0,0
uf20-0878,65,48,1,60,0,2,0,0,0
uf20-0879,23,15,1,17,0,0,0,0,0
uf20-0880,31,21,1,26,0,0,1,0,0
uf20-0881,22,7,0,10,0,0,0,0,0
uf20-0882,48,28,0,34,0,1,0,0,0
uf20-0883,22,11,0,13,0,0,1,0,0
uf20-0884,23,14,1,18,0,1,0,0,0
uf20-0885,50,29,0,39,0,1,0,0,0
uf20-0886,30,17,0,24,0,0,0,0,0
uf20-0887,22,13,0,16,0,0,0,0,0
uf20-0888,29,20,0,26,0,0,0,0,0
uf20-0889,28,17,2,22,0,1,0,0,0
uf20-0890,38,24,2,27,0,0,0,0,0
uf20-0891,24,13,0,15,0,1,1,0,0
uf20-0892,25,19,0,20,0,0,1,0,0
uf20-0893,22,15,0,17,0,0,0,0,0
uf20-0894,25,15,1,18,0,0,0,0,0
uf20-0895,34,25,0,27,0,3,0,0,0
uf20-0896,22,16,0,17,0,0,1,0,0
uf20-0897,34,19,0,23,0,0,0,0,0
uf20-0898,35,22,0,27,1,0,0,0,0
uf20-0899,41,24,0,30,0,0,0,0,0
uf20-0900,98,56,2,69,1,0,1,0,0
uf20-0901,21,10,0,14,0,0,0,0,0
uf20-0902,43,26,0,33,0,0,1,0,0
uf20-0903,20,11,2,13,0,0,0,0,0
uf20-0904,36,22,0,29,0,0,0,0,0
uf20-0905,95,51,0,73,0,4,0,0,0
uf20-0906,39,24,0,30,0,0,0,0,0
uf20-0907,47,38,2,44,0,0,0,0,0
uf20-0908,21,15,1,18,0,0,1,0,0
uf20-0909,34,21,2,27,0,2,0,0,0
uf20-0910,86,45,0,59,0,0,3,0,0
uf20-0911,102,51,2,68,1,1,3,0,1
uf20-0912,34,21,0,27,0,0,0,0,0
uf20-0913,50,31,0,38,0,0,3,0,0
uf20-0914,21,12,0,15,0,0,0,0,0
uf20-0915,34,21,0,26,0,1,1,0,0
uf20-0916,32,16,0,21,0,1,0,0,0
uf20-0917,37,28,0,35,0,2,0,0,0
uf20-0918,22,16,0,21,0,0,0,0,0
uf20-0919,38,19,0,22,0,0,0,0,0
uf20-0920,87,39,1,55,0,1,0,0,0
uf20-0921,54,25,1,38,0,0,0,0,0
uf20-0922,20,10,1,14,0,0,0,0,0
uf20-0923,70,37,0,51,2,2,2,0,0
uf20-0924,22,9,0,11,0,0,0,0,0
uf20-0925,79,51,1,63,0,2,2,0,0
uf20-0926,30,17,1,23,0,0,0,0,0
uf20-0927,28,17,2,21,0,0,0,0,0
uf20-0928,21,14,0,17,0,0,0,0,0
uf20-0929,20,14,0,18,0,0,0,0,0
uf20-0930,21,13,1,16,0,0,0,0,0
uf20-0931,37,16,0,18,0,0,0,0,0
uf20-0932,157,96,1,124,0,5,0,0,0
uf20-0933,37,23,0,30,0,1,0,0,0
uf20-0934,65,31,3,41,0,0,3,0,0
uf20-0935,57,25,0,36,0,2,0,0,0
uf20-0936,22,11,0,12,0,0,0,0,0
uf20-0937,22,13,0,17,0,0,0,0,0
uf20-0938,22,8,0,12,0,0,0,0,0
uf20-0939,30,17,0,24,0,0,1,0,0
uf20-0940,44,28,0,35,0,0,0,0,0
uf20-0941,56,40,1,45,0,4,0,0,0
uf20-0942,117,62,1,92,0,3,0,0,0
uf20-0943,22,13,0,16,0,0,1,0,0
uf20-0944,25,16,0,17,0,0,0,0,0
uf20-0945,21,14,0,18,0,0,0,0,0
uf20-0946,49,30,0,38,0,2,0,0,0
uf20-0947,87,58,0,65,1,1,4,0,0
uf20-0948,21,10,0,11,0,0,0,0,0
uf20-0949,47,27,1,35,0,2,1,0,0
uf20-0950,22,12,0,15,0,0,0,0,0
uf20-0951,124,72,2,93,1,8,1,0,2
uf20-0952,52,27,1,36,0,0,1,0,0
uf20-0953,59,38,0,43,0,1,0,0,0
uf20-0954,22,11,0,15,0,0,0,0,0
uf20-0955,89,64,3,76,0,5,0,0,0
uf20-0956,23,13,1,16,0,0,0,0,0
uf20-0957,39,25,0,35,0,0,0,0,1
uf20-0958,33,26,0,30,0,0,0,0,0
uf20-0959,57,29,0,41,0,0,0,0,0
uf20-0960,22,13,0,14,0,0,0,0,0
uf20-0961,46,28,1,32,0,1,1,0,0
uf20-0962,22,15,0,19,0,0,0,0,0
uf20-0963,38,27,2,34,0,1,0,0,0
uf20-0964,102,64,1,88,0,6,0,0,3
uf20-0965,128,78,1,89,0,12,0,0,0
uf20-0966,72,36,0,46,4,4,1,0,0
uf20-0967,43,19,0,26,0,0,0,0,0
uf20-0968,44,30,1,34,0,1,2,0,0
uf20-0969,23,15,1,15,0,0,0,0,0
uf20-0970,56,41,2,56,0,2,0,0,0
uf20-0971,22,10,0,11,0,0,0,0,0
uf20-0972,22,15,0,17,0,0,0,0,0
uf20-0973,21,12,0,16,0,0,0,0,0
uf20-0974,22,16,0,18,0,0,0,0,0
uf20-0975,30,20,1,24,0,0,0,0,0
uf20-0976,21,14,1,16,0,0,0,0,0
uf20-0977,21,12,0,15,0,0,1,0,0
uf20-0978,22,12,0,16,0,0,0,0,0
uf20-0979,22,10,0,12,0,0,1,0,0
uf20-0980,22,15,0,18,0,0,1,0,0
uf20-0981,42,24,0,33,0,0,1,0,0
uf20-0982,30,19,1,24,0,0,0,0,0
uf20-0983,47,32,0,40,0,1,1,0,0
uf20-0984,22,14,0,16,0,0,0,0,0
uf20-0985,21,13,0,17,0,0,0,0,0
uf20-0986,41,30,0,36,0,1,1,0,0
uf20-0987,61,35,1,42,0,2,3,0,0
uf20-0988,91,41,0,58,0,1,0,0,0
uf20-0989,36,22,0,26,0,0,1,0,0
uf20-0990,35,17,0,23,1,0,0,0,0
uf20-0991,96,55,2,72,1,4,3,0,0
uf20-0992,20,15,2,15,0,0,0,0,0
uf20-0993,21,13,0,16,0,0,0,0,0
uf20-0994,34,23,0,28,0,0,0,0,0
uf20-0995,28,13,1,16,0,0,1,0,0
uf20-0996,30,19,0,22,0,1,2,0,0
uf20-0997,46,24,0,36,1,1,1,0,0
uf20-0998,41,18,0,22,1,1,0,0,0
uf20-0999,86,52,2,68,0,2,0,0,0
uf20-01000,22,14,0,17,0,0,0,0,0
